stockcode,description,keyword,groupcode
23501,key ring baseball boot union jack,"{'key', 'boot', 'baseball', 'union', 'jack', 'ring'}",23500
23502,playing cards vintage doily,"{'card', 'vintage', 'playing', 'doily'}",23502
23503,playing cards keep calm carry on,"{'carry', 'calm', 'card', 'playing', 'keep'}",22994
23504,playing cards jubilee union jack,"{'jubilee', 'union', 'jack', 'card', 'playing'}",22994
23505,playing cards i love london,"{'london', 'card', 'playing', 'love'}",22994
23506,mini playing cards spaceboy,"{'mini', 'playing', 'card', 'spaceboy'}",23506
23507,mini playing cards buffalo bill,"{'buffalo', 'mini', 'card', 'playing', 'bill'}",23506
23508,mini playing cards dolly girl,"{'mini', 'dolly', 'girl', 'card', 'playing'}",23506
23509,mini playing cards fun fair,"{'fun', 'fair', 'mini', 'card', 'playing'}",23506
23510,mini playing cards gymkhana,"{'mini', 'playing', 'gymkhana', 'card'}",23506
23511,embroidered ribbon reel emily,"{'emily', 'ribbon', 'reel', 'embroidered'}",23511
23512,embroidered ribbon reel rosie,"{'ribbon', 'reel', 'embroidered', 'rosie'}",23511
23513,embroidered ribbon reel susie,"{'susie', 'ribbon', 'reel', 'embroidered'}",23511
23514,embroidered ribbon reel sally,"{'embroidered', 'ribbon', 'reel', 'sally'}",23511
23515,embroidered ribbon reel daisy,"{'daisy', 'ribbon', 'reel', 'embroidered'}",23511
23516,embroidered ribbon reel sophie,"{'embroidered', 'ribbon', 'reel', 'sophie'}",23511
23517,embroidered ribbon reel rebecca,"{'rebecca', 'ribbon', 'reel', 'embroidered'}",23511
23518,embroidered ribbon reel rachel,"{'rachel', 'ribbon', 'reel', 'embroidered'}",23511
23519,embroidered ribbon reel claire,"{'ribbon', 'reel', 'embroidered', 'claire'}",23511
23520,embroidered ribbon reel ruby,"{'ruby', 'ribbon', 'reel', 'embroidered'}",23511
23521,wall art cat and bird,"{'bird', 'wall', 'cat', 'art'}",23521
23522,wall art dog and ball,"{'ball', 'wall', 'dog', 'art'}",23522
23523,wall art treasure ahoy,"{'treasure', 'art', 'wall', 'ahoy'}",23523
23524,wall art horse pony,"{'art', 'pony', 'wall', 'horse'}",23524
23525,wall art buffalo bill,"{'buffalo', 'wall', 'bill', 'art'}",23525
23526,wall art dog licence,"{'licence', 'wall', 'dog', 'art'}",23522
23527,wall art animals and nature,"{'animal', 'nature', 'wall', 'art'}",23527
23528,wall art spaceboy,"{'spaceboy', 'wall', 'art'}",23528
23529,wall art dolly girl,"{'girl', 'dolly', 'wall', 'art'}",23529
23530,wall art only one person,"{'person', 'art', 'wall', 'one'}",23530
23531,wall art big love,"{'art', 'big', 'love', 'wall'}",23531
23532,wall art work rest and play,"{'wall', 'rest', 'play', 'art', 'work'}",23532
23533,wall art garden haven,"{'art', 'wall', 'garden'}",23533
23534,wall art stop for tea,"{'art', 'stop', 'wall', 'tea'}",23534
23535,wall art bicycle safety,"{'bicycle', 'safety', 'wall', 'art'}",23535
23536,wall art village show,"{'art', 'village', 'wall', 'show'}",23536
23537,wall art i love london,"{'london', 'art', 'love', 'wall'}",23531
23538,wall art vintage heart,"{'heart', 'vintage', 'wall', 'art'}",23538
23539,wall art loves secret,"{'secret', 'art', 'love', 'wall'}",23531
23540,wall art the magic forest,"{'art', 'wall', 'forest', 'magic'}",23540
23541,wall art classic puddings,"{'classic', 'pudding', 'wall', 'art'}",23541
23542,wall art s alphabet,"{'alphabet', 'wall', 'art'}",23542
23543,wall art keep calm,"{'art', 'calm', 'wall', 'keep'}",23543
23544,wall art mid century modern,"{'wall', 'mid', 'art', 'century', 'modern'}",23544
23545,wrap red vintage doily,"{'vintage', 'wrap', 'red', 'doily'}",23545
23546,wrap paisley park,"{'park', 'wrap', 'paisley'}",23546
23547,wrap flower shop,"{'shop', 'flower', 'wrap'}",23547
23548,wrap magic forest,"{'wrap', 'forest', 'magic'}",23548
23549,wrap bird garden,"{'wrap', 'bird', 'garden'}",23549
23550,wrap alphabet poster,"{'alphabet', 'poster', 'wrap'}",23550
23551,pack of paisley park tissues,"{'tissue', 'park', 'paisley', 'pack'}",21983
23552,bicycle puncture repair kit,"{'kit', 'bicycle', 'repair', 'puncture'}",23552
23553,landmark frame camden town,"{'camden', 'landmark', 'frame', 'town'}",23553
23554,landmark frame oxford street,"{'landmark', 'frame', 'street', 'oxford'}",23554
23555,landmark frame notting hill,"{'landmark', 'frame', 'notting', 'hill'}",23555
23556,landmark frame covent garden,"{'landmark', 'frame', 'covent', 'garden'}",23556
23557,landmark frame baker street,"{'baker', 'landmark', 'frame', 'street'}",23554
23558,landmark frame london bridge,"{'london', 'landmark', 'frame', 'bridge'}",23558
23559,woodland bunnies lolly makers,"{'lolly', 'bunny', 'maker', 'woodland'}",23559
23560,set of ribbons country style,"{'set', 'country', 'ribbon', 'style'}",23560
23561,set of ribbons party,"{'set', 'party', 'ribbon'}",23561
23562,set of ribbons perfectly pretty,"{'set', 'ribbon', 'pretty', 'perfectly'}",23562
23564,egg cup milkmaid ingrid,"{'milkmaid', 'egg', 'cup', 'ingrid'}",23564
23565,egg cup milkmaid helga,"{'milkmaid', 'helga', 'egg', 'cup'}",23564
23566,egg cup milkmaid heidi,"{'milkmaid', 'egg', 'heidi', 'cup'}",23564
23567,egg cup henrietta hen pink,"{'henrietta', 'egg', 'cup', 'hen', 'pink'}",23567
23568,egg cup henrietta hen cream,"{'henrietta', 'cream', 'egg', 'cup', 'hen'}",23567
23569,tradtional alphabet stamp set,"{'alphabet', 'stamp', 'set', 'tradtional'}",23569
23570,traditional pick up sticks game,"{'traditional', 'stick', 'pick', 'game'}",23570
23571,traditional naughts crosses,"{'traditional', 'cross', 'naught'}",23571
23574,packing charge,"{'packing', 'charge'}",23574
23575,snack tray paisley park,"{'tray', 'park', 'paisley', 'snack'}",23575
23576,snack tray red vintage doily,"{'snack', 'doily', 'vintage', 'red', 'tray'}",23545
23578,snack tray red gingham,"{'snack', 'red', 'gingham', 'tray'}",23545
23579,snack tray i love london,"{'london', 'snack', 'love', 'tray'}",23579
23580,snack tray happy forest,"{'snack', 'happy', 'forest', 'tray'}",23580
23581,jumbo bag paisley park,"{'park', 'bag', 'jumbo', 'paisley'}",21928
23582,vintage doily jumbo bag red,"{'doily', 'jumbo', 'vintage', 'red', 'bag'}",23545
23583,lunch bag paisley park,"{'lunch', 'park', 'bag', 'paisley'}",21928
23597,paper bunting paisley park,"{'bunting', 'park', 'paisley', 'paper'}",22089
23598,paper bunting vintage party,"{'bunting', 'party', 'vintage', 'paper'}",22089
23601,set cards snowy snowdrops,"{'set', 'card', 'snowdrop', 'snowy'}",23601
23602,set cards wise men,"{'set', 'card', 'men', 'wise'}",23602
23603,set card kraft reindeer,"{'set', 'card', 'kraft', 'reindeer'}",23603
23604,set mini santa snowman,"{'set', 'mini', 'snowman', 'santa'}",23604
23605,set cards days of xmas,"{'set', 'card', 'day', 'xmas'}",23605
23607,set cards hats stockings,"{'set', 'card', 'hat', 'stocking'}",23607
23608,set cards rudolphs nose,"{'set', 'card', 'rudolphs', 'nose'}",23608
23609,set cards snowy robin,"{'set', 'card', 'robin', 'snowy'}",23601
23610,set cards christmas robin,"{'set', 'card', 'christmas', 'robin'}",23601
23611,set cards red riding hood,"{'red', 'riding', 'set', 'card', 'hood'}",23611
23612,set minicards cute snowman,"{'set', 'snowman', 'cute', 'minicards'}",23612
23613,set xmas cards badges,"{'set', 'card', 'badge', 'xmas'}",23605
23614,set cards days wrap,"{'set', 'card', 'day', 'wrap'}",23605
23615,set cards printed graphic,"{'set', 'card', 'printed', 'graphic'}",23605
23616,set cards jingle bells,"{'set', 'card', 'jingle', 'bell'}",23616
23617,set cards swirly xmas tree,"{'tree', 'xmas', 'swirly', 'set', 'card'}",23601
23619,set cards poinsettia,"{'set', 'card', 'poinsettia'}",23619
23620,set cards perfect post,"{'set', 'card', 'perfect', 'post'}",23620
23621,set cards davids madonna,"{'set', 'card', 'madonna', 'david'}",23621
23623,set card christmas welcome,"{'set', 'card', 'christmas', 'welcome'}",23601
23624,set card perfect nativity,"{'set', 'card', 'perfect', 'nativity'}",23620
23625,set cards sparkly reindeer,"{'set', 'card', 'reindeer', 'sparkly'}",23603
23626,set cards dinky tree,"{'set', 'card', 'dinky', 'tree'}",23601
23627,set cards xmas graphic,"{'set', 'card', 'graphic', 'xmas'}",23605
23628,set cards triangle icons,"{'set', 'card', 'triangle', 'icon'}",23628
23629,set cards dressing up,"{'set', 'card', 'dressing'}",23629
23630,set cards hanging baubles,"{'set', 'card', 'bauble', 'hanging'}",23601
23632,set cards cheerful robin,"{'set', 'card', 'robin', 'cheerful'}",23601
23633,set cards world children,"{'set', 'card', 'child', 'world'}",23633
23634,set cards xmas choir,"{'set', 'card', 'choir', 'xmas'}",23605
23635,set cards christmas holly,"{'set', 'card', 'christmas', 'holly'}",23601
23636,set cards wishing tree,"{'set', 'card', 'wishing', 'tree'}",23601
23637,set cards out of order,"{'set', 'card', 'order'}",23637
23638,set cards robin waterpump,"{'set', 'card', 'robin', 'waterpump'}",23601
23639,set cards magical tree,"{'set', 'card', 'tree', 'magical'}",23601
23640,set cards scottie dog,"{'set', 'card', 'scottie', 'dog'}",23640
23643,set cards christmas bauble,"{'set', 'card', 'bauble', 'christmas'}",23601
23644,set cards christmas tree,"{'set', 'card', 'christmas', 'tree'}",23601
23645,set christmas cards hohoho,"{'set', 'card', 'hohoho', 'christmas'}",23601
23646,set cards jingle bells,"{'set', 'card', 'jingle', 'bell'}",23616
23649,set cards deck the halls,"{'set', 'card', 'deck', 'hall'}",23649
23650,set cards filigree bauble,"{'set', 'card', 'filigree', 'bauble'}",23601
23652,set card christmas stamps,"{'set', 'card', 'stamp', 'christmas'}",23601
23654,set card snowman,"{'set', 'card', 'snowman'}",23654
23660,henrietta hen mug,"{'henrietta', 'mug', 'hen'}",23660
23661,milk maids mug,"{'mug', 'maid', 'milk'}",23661
23664,flower shop design mug,"{'flower', 'mug', 'design', 'shop'}",37488a
23681,lunch bag red vintage doily,"{'doily', 'lunch', 'vintage', 'red', 'bag'}",23545
23691,wrap keep calm birthday,"{'keep', 'birthday', 'calm', 'wrap'}",23691
23692,wrap a pretty thank you,"{'pretty', 'wrap', 'thank'}",23692
23694,paisley park card,"{'card', 'park', 'paisley'}",23694
23695,doily thank you card,"{'card', 'doily', 'thank'}",23695
23697,a pretty thank you card,"{'card', 'pretty', 'thank'}",23697
23702,high resolution image,"{'resolution', 'image', 'high'}",23702
23843,paper craft little birdie,"{'paper', 'little', 'craft', 'birdie'}",23843
35001g,hand open shape gold,"{'shape', 'hand', 'open', 'gold'}",35001g
35001w,hand open shape decowhite,"{'shape', 'decowhite', 'hand', 'open'}",35001g
35004b,set of black flying ducks,"{'set', 'flying', 'black', 'duck'}",35004b
35004c,set of coloured flying ducks,"{'set', 'flying', 'coloured', 'duck'}",35004b
35004g,set of gold flying ducks,"{'set', 'flying', 'duck', 'gold'}",35004b
35004p,set of pink flying ducks,"{'set', 'flying', 'pink', 'duck'}",35004b
35095a,blue victorian fabric oval box,"{'box', 'oval', 'blue', 'fabric', 'victorian'}",35095a
35095b,red victorian fabric oval box,"{'box', 'oval', 'red', 'fabric', 'victorian'}",35095a
35241,enamel blue rim biscuit bin,"{'rim', 'bin', 'blue', 'enamel', 'biscuit'}",35809a
35265,colourful flower fruit bowl,"{'colourful', 'bowl', 'flower', 'fruit'}",35265
35271s,gold print paper bag,"{'print', 'bag', 'paper', 'gold'}",35271s
35400,wooden box advent calendar,"{'wooden', 'box', 'advent', 'calendar'}",22946
35443,rasta in bath w spliff ashtray,"{'bath', 'spliff', 'ashtray', 'rasta'}",35443
35471d,set of bird light pink feather,"{'feather', 'pink', 'bird', 'set', 'light'}",85169a
35591t,turquoise christmas tree,"{'christmas', 'tree', 'turquoise'}",35591t
35597a,dusty pink christmas tree cm,"{'pink', 'christmas', 'dusty', 'tree'}",21147
35597b,blackchristmas tree cm,"{'blackchristmas', 'tree'}",35597b
35597d,pinkwhite christmas tree cm,"{'christmas', 'pinkwhite', 'tree'}",35597d
35598a,dusty pink christmas tree cm,"{'pink', 'christmas', 'dusty', 'tree'}",21147
35598b,black christmas tree cm,"{'black', 'christmas', 'tree'}",35598b
35598c,white christmas tree cm,"{'white', 'christmas', 'tree'}",21147
35598d,pinkwhite christmas tree cm,"{'christmas', 'pinkwhite', 'tree'}",35597d
35599b,black christmas tree cm,"{'black', 'christmas', 'tree'}",35598b
35599d,pink and white christmas tree cm,"{'white', 'pink', 'christmas', 'tree'}",21147
35607a,pink fluffy christmas decoration,"{'decoration', 'fluffy', 'pink', 'christmas'}",35607b
35607b,black feather christmas decoration,"{'black', 'feather', 'christmas', 'decoration'}",35607b
35609a,pink feather christmas decoration,"{'feather', 'pink', 'christmas', 'decoration'}",35607b
35610a,pink christmas flock droplet,"{'flock', 'pink', 'christmas', 'droplet'}",35833g
35610b,black christmas flock droplet,"{'black', 'flock', 'christmas', 'droplet'}",35610a
35610c,white christmas flock droplet,"{'flock', 'white', 'christmas', 'droplet'}",35610a
35637a,ivory string curtain with pole,"{'pole', 'ivory', 'string', 'curtain'}",35637a
35637c,pink string curtain with pole,"{'pink', 'pole', 'string', 'curtain'}",35637a
35638a,pink and black string curtain,"{'black', 'pink', 'string', 'curtain'}",35637a
35638b,pinkblue string curtain,"{'pinkblue', 'string', 'curtain'}",35638b
35645,vintage bead pink jewel box,"{'jewel', 'box', 'vintage', 'pink', 'bead'}",20901
35646,vintage bead pink evening bag,"{'vintage', 'evening', 'pink', 'bead', 'bag'}",90114
35647,vintage bead pink shade,"{'vintage', 'pink', 'shade', 'bead'}",20901
35648,vintage bead pink purse,"{'vintage', 'pink', 'purse', 'bead'}",20901
35649,vintage bead cosmetic bag,"{'vintage', 'bag', 'bead', 'cosmetic'}",20901
35650,vintage bead pink jewel stand,"{'jewel', 'vintage', 'stand', 'pink', 'bead'}",20901
35651,vintage bead pink scarf,"{'scarf', 'vintage', 'pink', 'bead'}",20901
35653,vintage bead notebook,"{'vintage', 'notebook', 'bead'}",35653
35809a,enamel pink tea container,"{'enamel', 'tea', 'pink', 'container'}",35809a
35809b,enamel blue rim tea container,"{'tea', 'rim', 'blue', 'container', 'enamel'}",35809a
35810a,enamel pink coffee container,"{'enamel', 'coffee', 'pink', 'container'}",35809a
35810b,enamel blue rim coffee container,"{'rim', 'blue', 'coffee', 'container', 'enamel'}",35809a
35815p,acrylic jewel snowflake pink,"{'jewel', 'acrylic', 'snowflake', 'pink'}",35818b
35816p,acrylic jewel angelpink,"{'jewel', 'acrylic', 'angelpink'}",35816p
35817p,pink acrylic jewel snowflake,"{'jewel', 'pink', 'acrylic', 'snowflake'}",35818b
35818b,acrylic jewel icicle blue,"{'jewel', 'blue', 'acrylic', 'icicle'}",35818b
35818p,acrylic jewel icicle pink,"{'jewel', 'acrylic', 'pink', 'icicle'}",35818b
35819b,acrylic hanging jewelblue,"{'jewelblue', 'acrylic', 'hanging'}",35819b
35819p,acrylic hanging jewelpink,"{'acrylic', 'jewelpink', 'hanging'}",35819p
35832,woolly hat sock glove advent string,"{'woolly', 'sock', 'hat', 'advent', 'glove', 'string'}",35832
35833g,gold flock christmas balls,"{'christmas', 'gold', 'flock', 'ball'}",35833g
35833p,pink flock christmas balls,"{'pink', 'christmas', 'flock', 'ball'}",35833g
35909a,rabbit easter decoration,"{'decoration', 'rabbit', 'easter'}",35909a
35909b,pink flowers rabbit easter,"{'flower', 'pink', 'rabbit', 'easter'}",35909b
35910a,multicolour easter rabbit,"{'multicolour', 'rabbit', 'easter'}",35910a
35910b,pink flowers rabbit easter,"{'flower', 'pink', 'rabbit', 'easter'}",35909b
35911a,multicolour rabbit egg warmer,"{'multicolour', 'warmer', 'egg', 'rabbit'}",85093
35911b,pinkflower rabbit egg warmer,"{'warmer', 'egg', 'rabbit', 'pinkflower'}",85093
35912b,whitepink chick decoration,"{'whitepink', 'decoration', 'chick'}",35912b
35913b,whitepink chick easter decoration,"{'whitepink', 'easter', 'decoration', 'chick'}",35912b
35914,pink chick egg warmer egg cup,"{'egg', 'cup', 'chick', 'pink', 'warmer'}",23567
35915b,blue knitted hen,"{'blue', 'knitted', 'hen'}",35915b
35915c,peach knitted hen,"{'knitted', 'hen', 'peach'}",35915c
35916a,yellow felt hanging heart w flower,"{'hanging', 'felt', 'yellow', 'heart', 'flower'}",35916a
35916b,blue felt hanging heart with flower,"{'hanging', 'felt', 'blue', 'heart', 'flower'}",35916a
35916c,pink felt hanging heart w flower,"{'hanging', 'felt', 'pink', 'heart', 'flower'}",35916a
35920,four rabbit easter decorations,"{'decoration', 'four', 'rabbit', 'easter'}",35909a
35921,easter bunny hanging garland,"{'bunny', 'easter', 'hanging', 'garland'}",22266
35922,easter bunny wreath,"{'bunny', 'wreath', 'easter'}",35922
35923,candy heart hanging decoration,"{'decoration', 'heart', 'candy', 'hanging'}",22317
35924,hanging fairy cake decoration,"{'decoration', 'cake', 'fairy', 'hanging'}",35924
35933,pink stocking christmas decoration,"{'decoration', 'pink', 'christmas', 'stocking'}",35607b
35953,folkart star christmas decorations,"{'decoration', 'christmas', 'star', 'folkart'}",21147
35954,small folkart star christmas dec,"{'star', 'small', 'christmas', 'folkart', 'dec'}",21147
35957,smallfolkart bauble christmas dec,"{'smallfolkart', 'bauble', 'christmas', 'dec'}",35957
35958,folkart zinc star christmas dec,"{'star', 'christmas', 'folkart', 'dec', 'zinc'}",21147
35961,folkart zinc heart christmas dec,"{'christmas', 'folkart', 'heart', 'dec', 'zinc'}",21147
35964,folkart clip on stars,"{'folkart', 'star', 'clip'}",35964
35965,folkart heart napkin rings,"{'folkart', 'heart', 'ring', 'napkin'}",35965
35966,folkart christmas tree tlight hold,"{'tree', 'tlight', 'hold', 'christmas', 'folkart'}",21816
35967,folk art metal star tlight holder,"{'holder', 'metal', 'folk', 'star', 'tlight', 'art'}",21816
35968,folk art metal heart tlight holder,"{'holder', 'metal', 'folk', 'tlight', 'art', 'heart'}",21816
35970,zinc folkart sleigh bells,"{'sleigh', 'folkart', 'zinc', 'bell'}",35970
35971,rose folkart heart decorations,"{'decoration', 'rose', 'heart', 'folkart'}",35971
35972,daisy folkart heart decoration,"{'decoration', 'daisy', 'heart', 'folkart'}",35971
37327,asstd multicolour circles mug,"{'multicolour', 'mug', 'asstd', 'circle'}",37327
37330,big polkadot mug,"{'polkadot', 'mug', 'big'}",37330
37333,retro tea for one,"{'tea', 'retro', 'one'}",37333
